asset_candidate_id,page,category,image_file,nearby_text,conversion_strategy,review_status
P016-I15,16,cabinetry_hardware,inventory_images/cabinetry_hardware/P016-I15_p016_img_15.png,Satin Nickel,mesh_variant_material,unreviewed
P016-I16,16,cabinetry_hardware,inventory_images/cabinetry_hardware/P016-I16_p016_img_16.png,n Nickel,mesh_variant_material,unreviewed
P017-I01,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I01_p017_img_01.png,Hadley: Somerset: Brushed Oil B Rubbed Bronze,mesh_variant_material,unreviewed
P017-I02,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I02_p017_img_02.png,Brushed Pewter ze,mesh_variant_material,unreviewed
P017-I03,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I03_p017_img_03.png,r Matte Black,mesh_variant_material,unreviewed
P017-I04,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I04_p017_img_04.png,Brushed Oil Br Rubbed Bronze Polished Chrome S Sonoma Knobs: I DID NOT SEE TH,mesh_variant_material,unreviewed
P017-I05,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I05_p017_img_05.png,Brushed Pewter e me Satin Bronze ID NOT SEE THIS HARDWARE COLLECTION,mesh_variant_material,unreviewed
P017-I06,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I06_p017_img_06.png,r Matte Black Satin Nickel COLLECTION IN SHOWROOM,mesh_variant_material,unreviewed
P017-I07,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I07_p017_img_07.png,Sonoma Knobs: I DID N Stanton: Stanton:,mesh_variant_material,unreviewed
P017-I08,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I08_p017_img_08.png,Knobs: I DID NOT SEE THIS HAR,mesh_variant_material,unreviewed
P017-I09,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I09_p017_img_09.png,ECTION IN SHOWROOM,mesh_variant_material,unreviewed
P017-I10,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I10_p017_img_10.png,OT SEE THIS HARDWARE COLLE,mesh_variant_material,unreviewed
P017-I11,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I11_p017_img_11.png,RDWARE COLLECTION IN SHOWRO,mesh_variant_material,unreviewed
P017-I12,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I12_p017_img_12.png,Stanton: Stanton: Brushed Gold Po,mesh_variant_material,unreviewed
P017-I13,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I13_p017_img_13.png,Matte Black,mesh_variant_material,unreviewed
P017-I14,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I14_p017_img_14.png,Brushed Gold P Polished Chrome,mesh_variant_material,unreviewed
P017-I15,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I15_p017_img_15.png,Polished Chrome,mesh_variant_material,unreviewed
P017-I16,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I16_p017_img_16.png,Polished Chrome Satin Bronze me,mesh_variant_material,unreviewed
P017-I17,17,cabinetry_hardware,inventory_images/cabinetry_hardware/P017-I17_p017_img_17.png,Matte Black Satin Nickel,mesh_variant_material,unreviewed
P018-I01,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I01_p018_img_01.png,Brushed Oil Rubbed Bronze Polished Chrome,mesh_variant_material,unreviewed
P018-I02,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I02_p018_img_02.png,Brushed Gold Stanton: Matte Black Satin Nickel,mesh_variant_material,unreviewed
P018-I03,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I03_p018_img_03.png,Brushed Oil Rubbed Bronze Polished Chrome Thatcher:,mesh_variant_material,unreviewed
P018-I04,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I04_p018_img_04.png,Polished Chrome Thatcher: Brushed Gold Stanton:,mesh_variant_material,unreviewed
P018-I05,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I05_p018_img_05.png,Hadley: Strickland: Brushed Oil Rubbed Bronze,mesh_variant_material,unreviewed
P018-I06,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I06_p018_img_06.png,Brushed Pewter,mesh_variant_material,unreviewed
P018-I07,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I07_p018_img_07.png,Matte Black,mesh_variant_material,unreviewed
P018-I08,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I08_p018_img_08.png,e Brushed Oil Rubbed Bronze,mesh_variant_material,unreviewed
P018-I09,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I09_p018_img_09.png,Brushed Pewter,mesh_variant_material,unreviewed
P018-I10,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I10_p018_img_10.png,Brushed Pewter Satin Bronze,mesh_variant_material,unreviewed
P018-I11,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I11_p018_img_11.png,Stanton: Matte Black Satin Nickel Thatcher Knobs:,mesh_variant_material,unreviewed
P018-I12,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I12_p018_img_12.png,Satin Nickel Thatcher Knobs:,mesh_variant_material,unreviewed
P018-I13,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I13_p018_img_13.png,Satin Nickel atcher Knobs:,mesh_variant_material,unreviewed
P018-I14,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I14_p018_img_14.png,n Nickel nobs:,mesh_variant_material,unreviewed
P018-I15,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I15_p018_img_15.png,,mesh_variant_material,unreviewed
P018-I16,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I16_p018_img_16.png,,mesh_variant_material,unreviewed
P018-I17,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I17_p018_img_17.png,,mesh_variant_material,unreviewed
P018-I18,18,cabinetry_hardware,inventory_images/cabinetry_hardware/P018-I18_p018_img_18.png,,mesh_variant_material,unreviewed
P019-I01,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I01_p019_img_01.png,Brushed Pewter e Satin Nickel,mesh_variant_material,unreviewed
P019-I02,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I02_p019_img_02.png,Stanton: Brushed Oil Rubbed Bronze Polished Chrome Zachary Knobs:,mesh_variant_material,unreviewed
P019-I03,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I03_p019_img_03.png,Zachary: Stanton: Brushed Oil Rubbed Bronze,mesh_variant_material,unreviewed
P019-I04,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I04_p019_img_04.png,Brushed Pewter,mesh_variant_material,unreviewed
P019-I05,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I05_p019_img_05.png,r Matte Black,mesh_variant_material,unreviewed
P019-I06,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I06_p019_img_06.png,Hadley: Watervale: Brushed Oil Rubbed Bronze,mesh_variant_material,unreviewed
P019-I07,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I07_p019_img_07.png,Brushed Pewter,mesh_variant_material,unreviewed
P019-I08,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I08_p019_img_08.png,Polished Chrome,mesh_variant_material,unreviewed
P019-I09,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I09_p019_img_09.png,Brushed Oil Rubbed Bronze Satin Nickel Watervale Knobs: I DID NOT,mesh_variant_material,unreviewed
P019-I10,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I10_p019_img_10.png,Satin Nickel Watervale Knobs: I DI Zachary:,mesh_variant_material,unreviewed
P019-I11,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I11_p019_img_11.png,SEE THIS HARDWARE COLLECTIO,mesh_variant_material,unreviewed
P019-I12,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I12_p019_img_12.png,kel bs: I DID NOT SEE THIS HARDWA,mesh_variant_material,unreviewed
P019-I13,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I13_p019_img_13.png,Satin Nickel ervale Knobs: I DID NOT SEE T ary:,mesh_variant_material,unreviewed
P019-I14,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I14_p019_img_14.png,Polished Chrome Zachary Knobs:,mesh_variant_material,unreviewed
P019-I15,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I15_p019_img_15.png,Polished Chrome ary Knobs:,mesh_variant_material,unreviewed
P019-I16,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I16_p019_img_16.png,Chrome Satin Nic bs:,mesh_variant_material,unreviewed
P019-I17,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I17_p019_img_17.png,Satin Nickel,mesh_variant_material,unreviewed
P019-I18,19,cabinetry_hardware,inventory_images/cabinetry_hardware/P019-I18_p019_img_18.png,atin Nickel,mesh_variant_material,unreviewed
P023-I01,23,door_hardware,inventory_images/door_hardware/P023-I01_p023_img_01.png,Closet Doo Aged Bronze An,mesh_variant_material,unreviewed
P023-I02,23,door_hardware,inventory_images/door_hardware/P023-I02_p023_img_02.png,Closet Door Pull Hardware Antique Brass Sa,mesh_variant_material,unreviewed
P023-I03,23,door_hardware,inventory_images/door_hardware/P023-I03_p023_img_03.png,Antique Brass Sat nze Polished Brass Sa,mesh_variant_material,unreviewed
P023-I04,23,door_hardware,inventory_images/door_hardware/P023-I04_p023_img_04.png,Hardware s Satin Chrome,mesh_variant_material,unreviewed
P023-I05,23,door_hardware,inventory_images/door_hardware/P023-I05_p023_img_05.png,ss Satin Chrome ss Satin Nickel,mesh_variant_material,unreviewed
P023-I06,23,door_hardware,inventory_images/door_hardware/P023-I06_p023_img_06.png,Aged Bronze An Oil Rubbed Bronze Pol,mesh_variant_material,unreviewed
P024-I01,24,door_hardware,inventory_images/door_hardware/P024-I01_p024_img_01.png,Passage Pock Aged Bronze A,mesh_variant_material,unreviewed
P024-I02,24,door_hardware,inventory_images/door_hardware/P024-I02_p024_img_02.png,Passage Pocket Door Hardware ze Antique Brass Sat,mesh_variant_material,unreviewed
P024-I03,24,door_hardware,inventory_images/door_hardware/P024-I03_p024_img_03.png,or Hardware ss Satin Chrome,mesh_variant_material,unreviewed
P024-I04,24,door_hardware,inventory_images/door_hardware/P024-I04_p024_img_04.png,ze Antique Brass Sa ronze Polished Brass S,mesh_variant_material,unreviewed
P024-I05,24,door_hardware,inventory_images/door_hardware/P024-I05_p024_img_05.png,ss Satin Chrome ss Satin Nickel,mesh_variant_material,unreviewed
P024-I06,24,door_hardware,inventory_images/door_hardware/P024-I06_p024_img_06.png,Aged Bronze Ant Oil Rubbed Bronze Poli,mesh_variant_material,unreviewed
P025-I01,25,door_hardware,inventory_images/door_hardware/P025-I01_p025_img_01.png,Antique Brass Satin Nickel,mesh_variant_material,unreviewed
P025-I02,25,door_hardware,inventory_images/door_hardware/P025-I02_p025_img_02.png,Aged Bronze Polished Brass,mesh_variant_material,unreviewed
P025-I03,25,door_hardware,inventory_images/door_hardware/P025-I03_p025_img_03.png,ket Door Hardware Antique Brass,mesh_variant_material,unreviewed
P025-I04,25,door_hardware,inventory_images/door_hardware/P025-I04_p025_img_04.png,Privacy Pocket Door Aged Bronze,mesh_variant_material,unreviewed
P026-I01,26,door_hardware,inventory_images/door_hardware/P026-I01_p026_img_01.png,Barn Door Hardware,mesh_variant_material,unreviewed
P026-I02,26,door_hardware,inventory_images/door_hardware/P026-I02_p026_img_02.png,26,mesh_variant_material,unreviewed
P028-I01,28,fire_rated_doors,inventory_images/fire_rated_doors/P028-I01_p028_img_01.png,Fire Rate Garage to,parametric_door,unreviewed
P028-I02,28,fire_rated_doors,inventory_images/fire_rated_doors/P028-I02_p028_img_02.png,rage to Interior Doors,parametric_door,unreviewed
P030-I01,30,garage_doors,inventory_images/garage_doors/P030-I01_p030_img_01.png,Garage Doors ional Steel Door – Homeowner to select paint co Short Panel Long Panel,parametric_door,unreviewed
P030-I02,30,garage_doors,inventory_images/garage_doors/P030-I02_p030_img_02.png,Long Panel,parametric_door,unreviewed
P032-I01,32,interior_doors,inventory_images/interior_doors/P032-I01_p032_img_01.png,Inter,parametric_door,unreviewed
P032-I02,32,interior_doors,inventory_images/interior_doors/P032-I02_p032_img_02.png,Interior Doors,parametric_door,unreviewed
P032-I03,32,interior_doors,inventory_images/interior_doors/P032-I03_p032_img_03.png,oors,parametric_door,unreviewed
P033-I01,33,interior_doors,inventory_images/interior_doors/P033-I01_p033_img_01.png,nterior Doors,parametric_door,unreviewed
P033-I02,33,interior_doors,inventory_images/interior_doors/P033-I02_p033_img_02.png,Interior Doo,parametric_door,unreviewed
P035-I01,35,wall_finish,inventory_images/wall_finish/P035-I01_p035_img_01.png,Interior Drywall F Orange Peel (Select one for wall Knockdown,surface_material,unreviewed
P035-I02,35,wall_finish,inventory_images/wall_finish/P035-I02_p035_img_02.png,or Drywall Finish Knockdown ct one for walls) nockdown,surface_material,unreviewed
P035-I03,35,wall_finish,inventory_images/wall_finish/P035-I03_p035_img_03.png,(Select one for walls) Knockdown Platinum Features Ceiling Drywall Finish,surface_material,unreviewed
P036-I01,36,wall_finish,inventory_images/wall_finish/P036-I01_p036_img_01.png,Exterior Stucco Wall Finish Linear Skip Trowel erior Garage Wall & Porch Ceiling Finish Smooth Stucco,surface_material,unreviewed
P036-I02,36,wall_finish,inventory_images/wall_finish/P036-I02_p036_img_02.png,Smooth Stucco,surface_material,unreviewed
P038-I01,38,pavers,inventory_images/pavers/P038-I01_p038_img_01.png,e Glacier,surface_material_pattern,unreviewed
P038-I02,38,pavers,inventory_images/pavers/P038-I02_p038_img_02.png,Lion’s Bridge,surface_material_pattern,unreviewed
P038-I03,38,pavers,inventory_images/pavers/P038-I03_p038_img_03.png,S Autumn Blend Lion’s Bridge,surface_material_pattern,unreviewed
P038-I04,38,pavers,inventory_images/pavers/P038-I04_p038_img_04.png,Sierra Glacier,surface_material_pattern,unreviewed
P038-I05,38,pavers,inventory_images/pavers/P038-I05_p038_img_05.png,Sand Dune d Lion’s Bridge Glacier,surface_material_pattern,unreviewed
P040-I01,40,railing,inventory_images/railing/P040-I01_p040_img_01.png,,parametric_linear_system,unreviewed
P040-I02,40,railing,inventory_images/railing/P040-I02_p040_img_02.png,Exterior & Interior Railing,parametric_linear_system,unreviewed
P040-I03,40,railing,inventory_images/railing/P040-I03_p040_img_03.png,,parametric_linear_system,unreviewed
P040-I04,40,railing,inventory_images/railing/P040-I04_p040_img_04.png,40,parametric_linear_system,unreviewed
P042-I02,42,roofing,inventory_images/roofing/P042-I02_p042_img_02.png,"_______________________________ 4502 Arcadia Canyon Brown— Hues of Dark Brown, Black Streaks",surface_material_pattern,unreviewed
P042-I03,42,roofing,inventory_images/roofing/P042-I03_p042_img_03.png,"4402 Santa Cruz Blend— 4502 A Blend of Tan, Reddish Brown, Brown Hues of 4503 Sierra Madre— 4511 F Hues of Charcoal, Black Streaks Hues o",surface_material_pattern,unreviewed
P042-I04,42,roofing,inventory_images/roofing/P042-I04_p042_img_04.png,"4502 Arcadia Canyon Brown— Hues of Dark Brown, Black Streaks 4511 Flintridge Gray— Hues of Natural Gray, Black Streaks",surface_material_pattern,unreviewed
P042-I05,42,roofing,inventory_images/roofing/P042-I05_p042_img_05.png,"Bel Air__________________________ 4402 Santa Cruz Blend— 4502 A Blend of Tan, Reddish Brown, Brown Hues o",surface_material_pattern,unreviewed
P042-I06,42,roofing,inventory_images/roofing/P042-I06_p042_img_06.png,"4503 Sierra Madre— 4511 F Hues of Charcoal, Black Streaks Hues of 4549 Santa Paula— 4591 D Hues of Tan, Cream, Brown Streaks Range o",surface_material_pattern,unreviewed
P042-I07,42,roofing,inventory_images/roofing/P042-I07_p042_img_07.png,"4511 Flintridge Gray— Hues of Natural Gray, Black Streaks 4591 Dark Gray Range— Range of Dark Charcoal",surface_material_pattern,unreviewed
P043-I02,43,roofing,inventory_images/roofing/P043-I02_p043_img_02.png,"Bel Air___________________________ 4602 Concord Blend — 4620 B Hues of Charcoal, Tan Hues of",surface_material_pattern,unreviewed
P043-I03,43,roofing,inventory_images/roofing/P043-I03_p043_img_03.png,"_______________________________ 4620 Bloomingdale Blend— Hues of Gray, Eggplant, Gold",surface_material_pattern,unreviewed
P043-I04,43,roofing,inventory_images/roofing/P043-I04_p043_img_04.png,"4602 Concord Blend — 4620 B Hues of Charcoal, Tan Hues of 4664 Terracambra Range— 4671 V Range of Terracotta Blend o",surface_material_pattern,unreviewed
P043-I05,43,roofing,inventory_images/roofing/P043-I05_p043_img_05.png,"4620 Bloomingdale Blend— Hues of Gray, Eggplant, Gold 4671 Village Blend— Blend of Peachy Tan, Taupe, Brown, Dark Brown",surface_material_pattern,unreviewed
P043-I06,43,roofing,inventory_images/roofing/P043-I06_p043_img_06.png,4664 Terracambra Range— 4671 V Range of Terracotta Blend of 4679 Light Gay Range— 4687 B Range of Light Gray Range o,surface_material_pattern,unreviewed
P043-I07,43,roofing,inventory_images/roofing/P043-I07_p043_img_07.png,"4671 Village Blend— Blend of Peachy Tan, Taupe, Brown, Dark Brown 4687 Brown Gray Range— Range of Brown, Gray",surface_material_pattern,unreviewed
P044-I02,44,roofing,inventory_images/roofing/P044-I02_p044_img_02.png,_______________________________ 4698 Kona Red Range— Range of Red,surface_material_pattern,unreviewed
P044-I03,44,roofing,inventory_images/roofing/P044-I03_p044_img_03.png,"4773 Walnut Creek Blend— 4804 R Blend of Tan, Orange, Dark Brown Blend o 4880 Shasta Blend— 4883 H Blend of Brown, Natural Grey, Tan, W/Streaks Blend o W/ Str",surface_material_pattern,unreviewed
P044-I04,44,roofing,inventory_images/roofing/P044-I04_p044_img_04.png,"4689 Brown Range— 4698 K Range of Brown Range o 4773 Walnut Creek Blend— 4804 R Blend of Tan, Orange, Dark Brown Blend o",surface_material_pattern,unreviewed
P044-I05,44,roofing,inventory_images/roofing/P044-I05_p044_img_05.png,Bel Air___________________________ 4689 Brown Range— 4698 K Range of Brown Range o,surface_material_pattern,unreviewed
P044-I06,44,roofing,inventory_images/roofing/P044-I06_p044_img_06.png,"4698 Kona Red Range— Range of Red 4804 Rocklin Blend— Blend of Brown, Light Brown, Mocha",surface_material_pattern,unreviewed
P044-I07,44,roofing,inventory_images/roofing/P044-I07_p044_img_07.png,"4804 Rocklin Blend— Blend of Brown, Light Brown, Mocha 4883 Hillsborough Blend— Streaks Blend of Brown, Natural Gray, Light Brown, W/ Streaks",surface_material_pattern,unreviewed
P045-I02,45,roofing,inventory_images/roofing/P045-I02_p045_img_02.png,"Blend of Light Brown, Taupe, Gray, Tan an _______________________________ 3503 Sierra Madre— Hues of Charcoal, Black Streaks",surface_material_pattern,unreviewed
P045-I03,45,roofing,inventory_images/roofing/P045-I03_p045_img_03.png,"3402 Santa Cruz Blend— 3503 S Blend of Tan, Reddish Brown, Brown Hues of 3549 Santa Paula— 3581 A Hues of Tan, Cream, Brown Streaks Hues of",surface_material_pattern,unreviewed
P045-I04,45,roofing,inventory_images/roofing/P045-I04_p045_img_04.png,"________________________________ 49604 Maple Creek Blend— SRB 88 Blend Blend of Light Brown, Taupe, Gray, Tan Capistrano_______________________",surface_material_pattern,unreviewed
P045-I05,45,roofing,inventory_images/roofing/P045-I05_p045_img_05.png,"__________________________Bel Air SRB 8828 Bridgeport Blend Copper— Blend of Light Brown, Taupe, Gray, Tan an _______________________________",surface_material_pattern,unreviewed
P045-I06,45,roofing,inventory_images/roofing/P045-I06_p045_img_06.png,"Blend Blend of Light Brown, Taupe, Gray, Tan Capistrano_______________________ 3402 Santa Cruz Blend— 3503 S Blend of Tan, Reddish Brown, Brown Hues of",surface_material_pattern,unreviewed
P045-I07,45,roofing,inventory_images/roofing/P045-I07_p045_img_07.png,"3503 Sierra Madre— Hues of Charcoal, Black Streaks 3581 Arcadia Canyon Brown— Hues of Dark Brown, Black Streaks",surface_material_pattern,unreviewed
P046-I02,46,roofing,inventory_images/roofing/P046-I02_p046_img_02.png,"_______________________________ 3602 Concord Blend— Blend of Charcoal, Tan",surface_material_pattern,unreviewed
P046-I03,46,roofing,inventory_images/roofing/P046-I03_p046_img_03.png,"3602 C 3591 Dark Gray Range— Range of Dark Charcoal Blend o 3603 Sanborn Blend— 3604 C Blend of Terracotta, Brownish Tan, Black Blend of Streak",surface_material_pattern,unreviewed
P046-I04,46,roofing,inventory_images/roofing/P046-I04_p046_img_04.png,"3602 Concord Blend— Blend of Charcoal, Tan 3604 Carlsbad Blend— ack Blend of Terracotta, Brown, Yellow Streaking",surface_material_pattern,unreviewed
P046-I05,46,roofing,inventory_images/roofing/P046-I05_p046_img_05.png,Capistrano_______________________ 3602 C 3591 Dark Gray Range— Range of Dark Charcoal Blend o,surface_material_pattern,unreviewed
P046-I06,46,roofing,inventory_images/roofing/P046-I06_p046_img_06.png,"3603 Sanborn Blend— 3604 C Blend of Terracotta, Brownish Tan, Black Blend o Streak 3620 Bloomingdale Blend— 3664 T Blend of Gray, Eggplant, Gold Range o",surface_material_pattern,unreviewed
P046-I07,46,roofing,inventory_images/roofing/P046-I07_p046_img_07.png,"3604 Carlsbad Blend— ack Blend of Terracotta, Brown, Yellow Streaking 3664 Terracambra Range— Range of Terracotta",surface_material_pattern,unreviewed
P047-I02,47,roofing,inventory_images/roofing/P047-I02_p047_img_02.png,Capistrano_______________________ 3687 B 3679 Light Gray Range— Range Range of Light Gray,surface_material_pattern,unreviewed
P047-I03,47,roofing,inventory_images/roofing/P047-I03_p047_img_03.png,"_______________________________ 3687 Brown Gray Range— Range of Brown, Gray",surface_material_pattern,unreviewed
P047-I04,47,roofing,inventory_images/roofing/P047-I04_p047_img_04.png,"3687 Brown Gray Range— Range of Brown, Gray 3698 Kona Red Range— Range of Red",surface_material_pattern,unreviewed
P047-I05,47,roofing,inventory_images/roofing/P047-I05_p047_img_05.png,"3698 K 3689 Brown Range— Range o Range of Brown 3723 Adobe Blend— 3725 P Blend of Maroon, Terracotta, Gray, Gold Blend o",surface_material_pattern,unreviewed
P047-I06,47,roofing,inventory_images/roofing/P047-I06_p047_img_06.png,3687 B 3679 Light Gray Range— Range Range of Light Gray 3698 K 3689 Brown Range— Range Range of Brown,surface_material_pattern,unreviewed
P047-I07,47,roofing,inventory_images/roofing/P047-I07_p047_img_07.png,"3698 Kona Red Range— Range of Red 3725 Palm Beach Blend— ld Blend of Eggplant, Gold, Coral",surface_material_pattern,unreviewed
P048-I02,48,roofing,inventory_images/roofing/P048-I02_p048_img_02.png,"Capistrano_______________________ 3773 Walnut Creek Blend— 3816 S Blend of Tan, Orange, Dark Brown Blend o Terraco",surface_material_pattern,unreviewed
P048-I03,48,roofing,inventory_images/roofing/P048-I03_p048_img_03.png,"3773 Walnut Creek Blend— 3816 S Blend of Tan, Orange, Dark Brown Blend o Terraco 39604 Maple Creek Blend— 39609 Blend of Light Brown, Taupe, Gray, Tan Blend o",surface_material_pattern,unreviewed
P048-I04,48,roofing,inventory_images/roofing/P048-I04_p048_img_04.png,"3816 San Ramon Range— Blend of Dark Brown, Tan, Terracotta, Light Terracotta 39609 Lakeport Blend— n Blend of Reddish Browns, with Gray",surface_material_pattern,unreviewed
P048-I05,48,roofing,inventory_images/roofing/P048-I05_p048_img_05.png,"_______________________________ 3816 San Ramon Range— Blend of Dark Brown, Tan, Terracotta, Light Terracotta",surface_material_pattern,unreviewed
P050-I02,50,bathroom_accessories,inventory_images/bathroom_accessories/P050-I02_p050_img_02.png,,mesh_variant_material,unreviewed
P050-I03,50,bathroom_accessories,inventory_images/bathroom_accessories/P050-I03_p050_img_03.png,,mesh_variant_material,unreviewed
P050-I04,50,bathroom_accessories,inventory_images/bathroom_accessories/P050-I04_p050_img_04.png,,mesh_variant_material,unreviewed
P050-I05,50,bathroom_accessories,inventory_images/bathroom_accessories/P050-I05_p050_img_05.png,,mesh_variant_material,unreviewed
P050-I06,50,bathroom_accessories,inventory_images/bathroom_accessories/P050-I06_p050_img_06.png,50,mesh_variant_material,unreviewed
P051-I02,51,bathroom_accessories,inventory_images/bathroom_accessories/P051-I02_p051_img_02.png,,mesh_variant_material,unreviewed
P051-I03,51,bathroom_accessories,inventory_images/bathroom_accessories/P051-I03_p051_img_03.png,,mesh_variant_material,unreviewed
P051-I04,51,bathroom_accessories,inventory_images/bathroom_accessories/P051-I04_p051_img_04.png,,mesh_variant_material,unreviewed
P051-I05,51,bathroom_accessories,inventory_images/bathroom_accessories/P051-I05_p051_img_05.png,,mesh_variant_material,unreviewed
P051-I06,51,bathroom_accessories,inventory_images/bathroom_accessories/P051-I06_p051_img_06.png,51,mesh_variant_material,unreviewed
P052-I02,52,bathroom_accessories,inventory_images/bathroom_accessories/P052-I02_p052_img_02.png,,mesh_variant_material,unreviewed
P052-I03,52,bathroom_accessories,inventory_images/bathroom_accessories/P052-I03_p052_img_03.png,52,mesh_variant_material,unreviewed
P053-I01,53,bathroom_accessories,inventory_images/bathroom_accessories/P053-I01_p053_img_01.png,,mesh_variant_material,unreviewed
P053-I02,53,bathroom_accessories,inventory_images/bathroom_accessories/P053-I02_p053_img_02.png,,mesh_variant_material,unreviewed
P053-I03,53,bathroom_accessories,inventory_images/bathroom_accessories/P053-I03_p053_img_03.png,,mesh_variant_material,unreviewed
P053-I04,53,bathroom_accessories,inventory_images/bathroom_accessories/P053-I04_p053_img_04.png,,mesh_variant_material,unreviewed
P053-I05,53,bathroom_accessories,inventory_images/bathroom_accessories/P053-I05_p053_img_05.png,,mesh_variant_material,unreviewed
P054-I02,54,bathroom_accessories,inventory_images/bathroom_accessories/P054-I02_p054_img_02.png,,mesh_variant_material,unreviewed
P054-I03,54,bathroom_accessories,inventory_images/bathroom_accessories/P054-I03_p054_img_03.png,,mesh_variant_material,unreviewed
P054-I04,54,bathroom_accessories,inventory_images/bathroom_accessories/P054-I04_p054_img_04.png,,mesh_variant_material,unreviewed
P054-I05,54,bathroom_accessories,inventory_images/bathroom_accessories/P054-I05_p054_img_05.png,,mesh_variant_material,unreviewed
P054-I06,54,bathroom_accessories,inventory_images/bathroom_accessories/P054-I06_p054_img_06.png,,mesh_variant_material,unreviewed
P056-I02,56,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P056-I02_p056_img_02.png,,mesh_variant_material,unreviewed
P056-I03,56,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P056-I03_p056_img_03.png,,mesh_variant_material,unreviewed
P056-I04,56,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P056-I04_p056_img_04.png,,mesh_variant_material,unreviewed
P056-I05,56,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P056-I05_p056_img_05.png,,mesh_variant_material,unreviewed
P056-I06,56,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P056-I06_p056_img_06.png,,mesh_variant_material,unreviewed
P056-I07,56,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P056-I07_p056_img_07.png,,mesh_variant_material,unreviewed
P057-I02,57,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P057-I02_p057_img_02.png,,mesh_variant_material,unreviewed
P057-I03,57,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P057-I03_p057_img_03.png,,mesh_variant_material,unreviewed
P057-I04,57,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P057-I04_p057_img_04.png,,mesh_variant_material,unreviewed
P057-I05,57,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P057-I05_p057_img_05.png,,mesh_variant_material,unreviewed
P057-I06,57,bathroom_sink_faucet,inventory_images/bathroom_sink_faucet/P057-I06_p057_img_06.png,,mesh_variant_material,unreviewed
